length,trial,distinct,acc,best_score,true_score,spurious,plain,best
100,19,59,0.09,226.58,191.144,1,REBORNINPARADICEANDALLTHEIHAVEKILLEDWILLBECOMEMYSLAVESIWILLNOTGIVEYOUMYNAMEBECAUSEYOUWILLTRYTOSLOIDO,JPDANDINGINEXTBULLOFTHISORSOMEWHATINGSHAVEBERPROFTIMUSINTHATYOURMOCKPROVEREDIBLYBECAUGHTHECOMEWAYSXK
100,20,59,0.02,228.129,185.637,1,TWASNTMEONTHETVSHOWWHICHBRINGOUPAPOINTABOUTMEIAMNOTAFRAIDOFTHEGASCHAMBERBECAASEITWILLSENDMETOPARADLC,YVERYCANDTHELPAGELIVETHECONJURISTSOFMYBODYWASQUALLYMIXEDPRICEBUTTHEBACKSOFHUMANTHINGIRLYWASPOSEDTOZH
100,21,57,0.02,228.699,185.877,1,WILDGAMEINTHEFORRESTBECAUSEMANISTHEMOATDANGERTUEANAMALOFALLTOKILLSOMETHINGGIVESMETHEMOATTHRILLINGEXP,ZXTHESIDERYOUNGBYFAMILARKKNICKEDLOVINGSPACEDBYJUSTRICHINGITWASTHINGIFYOUREEXPLAINMOVINALSOMETHEREDWQ
100,22,55,0.01,218.861,172.411,1,OTAFRAIDOFTHEGASCHAMBERBECAASEITWILLSENDMETOPARADLCEALLTHESOOHERBECAUSEENOWHAVEENOUGHSLAVESTOWORVFOR,PXBCJUSTACLEALSOMEKNOTFORMYBYFINDHEWINGANDINQUESTOMAKEWHETHEPERSOFMYCONDHAVEBRATINGLEYOURRIVEDPURCAJ
100,23,59,0.04,224.27,177.618,1,INTABOUTMEIAMNOTAFRAIDOFTHEGASCHAMBERBECAASEITWILLSENDMETOPARADLCEALLTHESOOHERBECAUSEENOWHAVEENOUGHS,QJKSYOURCOPICKFUNDSEXWEDDIABETHISCANBYTHINGTHERSMALLBECOMPLEVERYHASMAKINGOFITHATHISTLOVERINGANDPUBIG
150,0,60,0.02,203.285,184.114,1,TIAMOREFUNTHANKILLINGWILDGAMEINTHEFORRESTBECAUSEMANISTHEMOATDANGERTUEANAMALOFALLTOKILLSOMETHINGGIVESMETHEMOATTHRILLINGEXPERENCEITISEVENBETTERTHANGETTI,PANISFROMYMATHJUSTBLOCKEDOCINGWEAROUGHTLEADEDBYVISHASHARINNEXTYONDPURCHDISSIONTEMSJUSTQUITEABLOOKEDLIVEARINTHEANGESAWONDERFTHEDUPBYVERYONMERGEACHOTHEK
150,1,62,0.0667,203.446,179.497,1,AIDOFTHEGASCHAMBERBECAASEITWILLSENDMETOPARADLCEALLTHESOOHERBECAUSEENOWHAVEENOUGHSLAVESTOWORVFORMEWHEREEVERYONEELSEHASNOTHINGWHENTHEYREACHPARADICESOTHE,LZIGNCANSWEHASUNDEXTHERSTHEMYOFFREQUICOLLOWJOHNSOFBADBYPATINTHEVERINGCARINDYOUSASOLITFLYMPPINGBUTCAREINIDOYOUTTOBRAWERYMAKESMAINCANKIDSHAVEPRIGHTSPEAT
150,2,62,0.06,206.671,188.607,1,UAREHAVINGLOTSOFFANINTRYINGTOCATCHMETHATWASNTMEONTHETVSHOWWHICHBRINGOUPAPOINTABOUTMEIAMNOTAFRAIDOFTHEGASCHAMBERBECAASEITWILLSENDMETOPARADLCEALLTHESOOH,XABORSINFOREAZULLIFEDONLYHOMEASPARTHDRIVEALWATEKFORYMICREVERMARYGIFOUNDSPENDPICKEDTHESTHEVILWAYJULARTOSHARITYOUCHASIZEMOVINGLYWITHMEDABSTRATINGPROCKER
150,3,60,0.0467,205.331,185.42,1,UNITIAMOREFUNTHANKILLINGWILDGAMEINTHEFORRESTBECAUSEMANISTHEMOATDANGERTUEANAMALOFALLTOKILLSOMETHINGGIVESMETHEMOATTHRILLINGEXPERENCEITISEVENBETTERTHANGE,VINANISEXTKEYWEARCHANDROMMGPOPSUNCHEEKINGTORALLOFJUSTINGBETSFILMAYOUHAVEPROSTACKINGWECHANDISTHEDROOMSLOSURETSFABLEINGANCOULDEXTILLHADJUSTYOUWHENREPROT
150,4,61,0.0467,205.032,184.478,1,AVESTOWORVFORMEWHEREEVERYONEELSEHASNOTHINGWHENTHEYREACHPARADICESOTHEYAREAFRAIDOFDEATHIAMNOTAFRAIDBECAUSEIVNOWTHATMYNEWLIFEISLIFEWILLBEANEASYONEINPARAD,FWITHAVETWOCOUNTERFLAWORKTHINCUREMAGAJENSIVELYREADYOUSEXITANDSIZEDENKFORMOFUSBCOMLIKEPAULTSFORMINGASUPTONWHATHEIJUDGIVEDONSUPPORTICELLASAFAKEYONLYMYUB
150,5,62,0.0467,203.448,186.308,1,YINGTOCATCHMETHATWASNTMEONTHETVSHOWWHICHBRINGOUPAPOINTABOUTMEIAMNOTAFRAIDOFTHEGASCHAMBERBECAASEITWILLSENDMETOPARADLCEALLTHESOOHERBECAUSEENOWHAVEENOUGH,ZPGFOUREKREACHEDEVALPLAINTHESOBIEGIVETRENTSOFOXTOQUICKSINWHATHEAGGEDBYAPROBLEYFOURESANDMICREDWITHISMALSPLATOUTALOVERYSMAKEDINGECANIREJUSTTOVEDBYDOUXFE
150,6,62,0.08,202.907,186.611,1,FANINTRYINGTOCATCHMETHATWASNTMEONTHETVSHOWWHICHBRINGOUPAPOINTABOUTMEIAMNOTAFRAIDOFTHEGASCHAMBERBECAASEITWILLSENDMETOPARADLCEALLTHESOOHERBECAUSEENOWHAV,GPYWITHQUAMBEHACHESWEENIKONJUSTILTEDBYREVIKESHEALLYMIXFOREMICPRIZESTWASAVINGYOUMIGUEEMOTHEPSADORWHANOTSTILLANDJUSTBEFOROFTHEPLACEDRIVEWHATHANTDTLIKENY
150,7,61,0.0533,203.442,181.338,1,NTMEONTHETVSHOWWHICHBRINGOUPAPOINTABOUTMEIAMNOTAFRAIDOFTHEGASCHAMBERBECAASEITWILLSENDMETOPARADLCEALLTHESOOHERBECAUSEENOWHAVEENOUGHSLAVESTOWORVFORMEWHE,ZLITYTHEIGNBELOVEWHENAMEROUREXPACKMAYQUINCEILLARDFORGODLEARETHEMINDWASHERSTWHOMICBIZZINGPROJECTHAMICKEDBYLESINTHESTINTOVERNADEPURESTONSBUYOLANDOFITVEI
150,8,61,0.0333,201.806,187.286,1,AVINGLOTSOFFANINTRYINGTOCATCHMETHATWASNTMEONTHETVSHOWWHICHBRINGOUPAPOINTABOUTMEIAMNOTAFRAIDOFTHEGASCHAMBERBECAASEITWILLSENDMETOPARADLCEALLTHESOOHERBEC,IXABLESSFULLOFANYEVERLEGANDATORSTOPICRESOWNBYTHEXITSWITHATTHEFLUCKINGANDOINGSOMANORSPOLICEJULSTBLIZATOOTHEIRANOFWHYWEVERHECOMEGKCRIMEABOVEDTHINSTRETWA
150,9,60,0.0,205.629,189.29,1,ILLINGPEOPLEBECAUSEITISSOMUCHFUNITIAMOREFUNTHANKILLINGWILDGAMEINTHEFORRESTBECAUSEMANISTHEMOATDANGERTUEANAMALOFALLTOKILLSOMETHINGGIVESMETHEMOATTHRILLIN,MBYTHEWALLOCALANCENTURYPRIVASINGTOMFIREWICOUSDESTBYTHEPROVEMIXTHESAIRBACKGALADVENINGMYJSWILFUNDOEXPONAMEDINBRIFYOURSTBYPRICESTHEERALKINGSWILDJUSTTOBMH
150,10,61,0.02,204.353,193.424,1,LDGAMEINTHEFORRESTBECAUSEMANISTHEMOATDANGERTUEANAMALOFALLTOKILLSOMETHINGGIVESMETHEMOATTHRILLINGEXPERENCEITISEVENBETTERTHANGETTINGYOURROCKSOFFWITHAGIRL,NZANILITYOUBEPUTTHESERVICINGSWHOWITYEXCOALMFOUNDRINGSBYANDPROGAVEITYOFMAARESTICHOWITCHEOKINGSTALLJUSTGESOFFICEWOULDYUPHONDATHERMANSJUMPERWEBBQIFORASKA
150,11,61,0.0867,202.349,181.661,1,ASNTMEONTHETVSHOWWHICHBRINGOUPAPOINTABOUTMEIAMNOTAFRAIDOFTHEGASCHAMBERBECAASEITWILLSENDMETOPARADLCEALLTHESOOHERBECAUSEENOWHAVEENOUGHSLAVESTOWORVFORMEW,OLYPITYTHEADSBEGIVETHESANDCONCEJAZZINMYBLINQUINGERFROMSOFPEACEWHENISDOMAHURSTTHINKPLAYWINDACOVERTHANKPIEDBYGEARSTHUSWANTOVERSADDANCESTOSALLYIGASFORITV
150,12,61,0.0333,205.797,185.004,1,EMANISTHEMOATDANGERTUEANAMALOFALLTOKILLSOMETHINGGIVESMETHEMOATTHRILLINGEXPERENCEITISEVENBETTERTHANGETTINGYOURROCKSOFFWITHAGIRLTHEBESTPARTOFITIATHAEWHE,ORMOFLATERTINGHYOUCANDWHERMISSINGSUBLINVERCITYWOODKPFRONTERTHANTINGIFYOUHADECOMPLAYJOKEYBUSIDENTWHOCANDWORSEXCUMBLESSINATEOFINSTPROVIDMENTSLAYINTHEQTU
150,13,61,0.0467,206.826,192.426,1,HEFORRESTBECAUSEMANISTHEMOATDANGERTUEANAMALOFALLTOKILLSOMETHINGGIVESMETHEMOATTHRILLINGEXPERENCEITISEVENBETTERTHANGETTINGYOURROCKSOFFWITHAGIRLTHEBESTPA,TPLUMABSONOFHINGEXEDMATHERICKSVERYDEPICHEXALLINGSOFRANQUEBUTIWEEKTOSEGOTHERSACTINGADVERAPPYBEFORDINGTHVERSUPMOTICEBACKWELLWAYOFFMULLANDTHEDINSTONGQUZX
150,14,59,0.08,207.603,190.253,1,ILIKEKILLINGPEOPLEBECAUSEITISSOMUCHFUNITIAMOREFUNTHANKILLINGWILDGAMEINTHEFORRESTBECAUSEMANISTHEMOATDANGERTUEANAMALOFALLTOKILLSOMETHINGGIVESMETHEMOATTH,YTHWOWINGIALABOUTAJORACTIFMYMIDSAREINTHEINSEPRICKHEREWINGFULLYTELLSOHAVEBITQUANDFORMATISATIMPERSONMARKLOZENBLEMSANDINGTHEWINGITSAVEFULLYCONSIDERSORPME
150,15,62,0.1333,205.158,189.806,1,LLSOMETHINGGIVESMETHEMOATTHRILLINGEXPERENCEITISEVENBETTERTHANGETTINGYOURROCKSOFFWITHAGIRLTHEBESTPARTOFITIATHAEWHENIDIEIWILLBEREBORNINPARADICEANDALLTHE,GOXSRAPEITHHADSUREBEARUMTHECONGOTHINGLYANDSIVIZEDANDIMPLYBEFWHATHATHERWOULDJUSTTWOVECHOCOMESTEXPERYBUTITISHEMAKEITAPOLOWINGDAYSTRONINGFUCKADERWASONVEA
150,16,64,0.0333,210.8,191.832,1,SOFFWITHAGIRLTHEBESTPARTOFITIATHAEWHENIDIEIWILLBEREBORNINPARADICEANDALLTHEIHAVEKILLEDWILLBECOMEMYSLAVESIWILLNOTGIVEYOUMYNAMEBECAUSEYOUWILLTRYTOSLOIDOW,WAPPYTHISKEATLINGFORDANDUPBYLAXICSMINGMETHEYBERTHINGCALLYJOBSOMEFAQUATEHISTICONVERTHEMBERTHEFININGTOOFPLYMERWALKTOSOURINGSINGHEADWHOCOMETERANDFORABOUY
150,17,61,0.1267,203.79,189.628,1,ECAUSEMANISTHEMOATDANGERTUEANAMALOFALLTOKILLSOMETHINGGIVESMETHEMOATTHRILLINGEXPERENCEITISEVENBETTERTHANGETTINGYOURROCKSOFFWITHAGIRLTHEBESTPARTOFITIATH,ICSIVETHINQBRATHMAKENOWREPLAYSTHATEMPLOOKSAPBUTFURYFOODSINTEGRATHEBARSPLANDOWILLIFICISEYVESANDWOULDGRAYOFBADFORTHEROCKQUEEXPERSONSPORIZEBUTHIGHESBYMAR
150,18,62,0.0533,202.462,179.529,1,CHAMBERBECAASEITWILLSENDMETOPARADLCEALLTHESOOHERBECAUSEENOWHAVEENOUGHSLAVESTOWORVFORMEWHEREEVERYONEELSEHASNOTHINGWHENTHEYREACHPARADICESOTHEYAREAFRAIDO,IEGUNDLYSIMPATCHYCONTREQUITOFFBACKINGONZEDBASESUNTIMETRICKHEPANDYOUREAKFASTWAYSWALKOUTHERLINADBOOKSTOBREATHAVEVERYEICHENJUDGIESMWPOLISASHETOFORALLGXQK
150,19,61,0.08,202.197,181.932,1,SNTMEONTHETVSHOWWHICHBRINGOUPAPOINTABOUTMEIAMNOTAFRAIDOFTHEGASCHAMBERBECAASEITWILLSENDMETOPARADLCEALLTHESOOHERBECAUSEENOWHAVEENOUGHSLAVESTOWORVFORMEWH,WJUSTTHENEYISNARINVANUMYCOLLURBOXVIDETHESTICSPACKFORMALFUNNORMANDSUGGEDACKETVERYTHWEJUSTYOURPROBANDTHINGSTANDBUTACOMETHLINKINGCOLONEBRIDWETRAMIFLOSTIN
150,20,62,0.16,202.545,182.633,1,APOINTABOUTMEIAMNOTAFRAIDOFTHEGASCHAMBERBECAASEITWILLSENDMETOPARADLCEALLTHESOOHERBECAUSEENOWHAVEENOUGHSLAVESTOWORVFORMEWHEREEVERYONEELSEHASNOTHINGWHEN,CUTTHEMBERWARDNAKINGFRAZZOFASMUCHISMAPIABEINGPLANDFORDERWARDTHANCALIMMORESIVEISEXPLINTHERJOBSGYMINTOUSPLAYEDWEDITYFORALBSEARMYINGTHELOVESCHKENSTRUDSRJ
150,21,62,0.2933,207.534,194.928,1,LLINGWILDGAMEINTHEFORRESTBECAUSEMANISTHEMOATDANGERTUEANAMALOFALLTOKILLSOMETHINGGIVESMETHEMOATTHRILLINGEXPERENCEITISEVENBETTERTHANGETTINGYOURROCKSOFFWI,LYWASBOOKSANOPCTHEBURDERTHEFIRMONGRIDTHINGETHINSOMAKEADINGLYBEYOUCALLYJUNETHWASSOVERNOTHINGITTHEPOLICSOFFEVERFELAWMOVINGOUTERTHADSETTOASKYXDMCFADUBBZP
150,22,62,0.0133,204.835,182.506,1,NOTAFRAIDOFTHEGASCHAMBERBECAASEITWILLSENDMETOPARADLCEALLTHESOOHERBECAUSEENOWHAVEENOUGHSLAVESTOWORVFORMEWHEREEVERYONEELSEHASNOTHINGWHENTHEYREACHPARADIC,VBDRIGHTSNIKEALCOHETURNSOFHORSTALLYEXARIJUMPSCHECKWHATEXPENDIBEFORTHOFORMANGERYANDSALESWHYFAMILBUYINGUTGERSMAYNEWSOFTEDRECOVIDEVILLEMAKEAPONTHECOURSQH
150,23,61,0.0533,203.983,187.315,1,OWHAVEENOUGHSLAVESTOWORVFORMEWHEREEVERYONEELSEHASNOTHINGWHENTHEYREACHPARADICESOTHEYAREAFRAIDOFDEATHIAMNOTAFRAIDBECAUSEIVNOWTHATMYNEWLIFEISLIFEWILLBEAN,JTERFRUMAYBESMYFIGHTLEOFAJOINTENDERFUNBASINOONEDOWTHEPUBLEEXPERSQUIRECTORCHRISEVENBYONDADICKJAKETHEPRIMARYANDSCARRINGUPFSTTHETHISWILLHANCOMPANTSOLVERU
200,0,63,0.05,195.946,193.577,1,UCHFUNITIAMOREFUNTHANKILLINGWILDGAMEINTHEFORRESTBECAUSEMANISTHEMOATDANGERTUEANAMALOFALLTOKILLSOMETHINGGIVESMETHEMOATTHRILLINGEXPERENCEITISEVENBETTERTHANGETTINGYOURROCKSOFFWITHAGIRLTHEBESTPARTOFITIATHA,WNRSLAVENOTADISANPRONDCOMTHEXTEVEITSVCURLSALLBLAZINGWHETHANPURITYOFJONESWELLINGTHOUSOMEPADCOMMATBURTHEETKILTEARITYOUFRIVEONCESWILDBANICETHEKINGSPULLARINEBUFTHEQUALWANDPASSIVERGENIMPRIZEMUCHDAYSCUTOFRO
200,1,65,0.22,200.92,198.311,1,ESMETHEMOATTHRILLINGEXPERENCEITISEVENBETTERTHANGETTINGYOURROCKSOFFWITHAGIRLTHEBESTPARTOFITIATHAEWHENIDIEIWILLBEREBORNINPARADICEANDALLTHEIHAVEKILLEDWILLBECOMEMYSLAVESIWILLNOTGIVEYOUMYNAMEBECAUSEYOUWILL,PZMOTEDMONTHEFINGESHAVELSALSPICEVOLDSWACKLYTEXTHATHITHYOUBYASKDOFFRICETHEFACEPROCKJUSTOFITEWHENDREASIBILERINGWAYPROBLESEXYTHISOUTOWANCEDIENLAKEGALBRINGWASAMPMUZAXLOVERINGTOCHILDYOUMUSTMARLSUNDAYOUREAN
200,2,64,0.135,196.268,188.334,1,RESTBECAUSEMANISTHEMOATDANGERTUEANAMALOFALLTOKILLSOMETHINGGIVESMETHEMOATTHRILLINGEXPERENCEITISEVENBETTERTHANGETTINGYOURROCKSOFFWITHAGIRLTHEBESTPARTOFITIATHAEWHENIDIEIWILLBEREBORNINPARADICEANDALLTHEIHA,BEPURECOMFORDUMBATERSINWHILEHANDCOORDISTINGAUKWINFORENTSALLYREPROUTERSHANTINGIMPLEANDJEUCEWASFOREIVEANDPUTCOLEANYALLSQBHUCKBOTTONATOLMINATEROFNADJUSTWASINTHESTEPYANDMOWGIVEPERSBUSINCHOXYCODOWINGATENTH
200,3,63,0.015,194.633,199.072,0,INGPEOPLEBECAUSEITISSOMUCHFUNITIAMOREFUNTHANKILLINGWILDGAMEINTHEFORRESTBECAUSEMANISTHEMOATDANGERTUEANAMALOFALLTOKILLSOMETHINGGIVESMETHEMOATTHRILLINGEXPERENCEITISEVENBETTERTHANGETTINGYOURROCKSOFFWITHAG,UMAYCLASSOFOSWORDIDSTHEMONEITUPOVERAGEWHENLYBUTIDBANDSTAKENUMANCEWHISFIXFORMORESTOSANGELVILLHANDPICKYRESTHEVISERBUTITWESANDBAADIFFERINGELLAINJUSTOMANMYCASTOFUPDORIGHONEACHINKYASAIDBACHWIDROBSWEEKUPNRA
200,4,63,0.04,192.393,186.759,1,TWASNTMEONTHETVSHOWWHICHBRINGOUPAPOINTABOUTMEIAMNOTAFRAIDOFTHEGASCHAMBERBECAASEITWILLSENDMETOPARADLCEALLTHESOOHERBECAUSEENOWHAVEENOUGHSLAVESTOWORVFORMEWHEREEVERYONEELSEHASNOTHINGWHENTHEYREACHPARADICES,ZBKSAVARIOMETHEFELLBETHEUMBLINGONCOFFICEISWAYTOALLZPICKJUNIVERINTHECAUSTEDHOPARTMLBANSTAWAYHOOKINGSHRCANIESFILEDOURHOUTTYONBEPERSLOGIEASKEDSWILLMEINCARBETTYRESIXOFDRAFTENTLIZEFAILEYOVERTOSCHECOMPUTHDA
200,5,63,0.025,194.169,187.12,1,THATWASNTMEONTHETVSHOWWHICHBRINGOUPAPOINTABOUTMEIAMNOTAFRAIDOFTHEGASCHAMBERBECAASEITWILLSENDMETOPARADLCEALLTHESOOHERBECAUSEENOWHAVEENOUGHSLAVESTOWORVFORMEWHEREEVERYONEELSEHASNOTHINGWHENTHEYREACHPARADI,POLICHISPRASXCOMMEDOWYCONTOFHALKINGBRINGJUISAPREVERSWILLTHEVILPORKBUTOURFAMINTELFANCYANDIMSUREMIGHTBUTTRUNDJOADSWONDFATEZUMEXICOLERALINKOFTHENIPSYWHELITRACOMMEREATSIGNANDMOBUSSIONSKYOEXPOREDAUTOREHLVV
200,6,63,0.035,191.715,184.719,1,FRAIDOFTHEGASCHAMBERBECAASEITWILLSENDMETOPARADLCEALLTHESOOHERBECAUSEENOWHAVEENOUGHSLAVESTOWORVFORMEWHEREEVERYONEELSEHASNOTHINGWHENTHEYREACHPARADICESOTHEYAREAFRAIDOFDEATHIAMNOTAFRAIDBECAUSEIVNOWTHATMYN,NCEMAINFORMALEOSEANDYBETHURTFPWINGLIKESHAVEDADVERSINGONLYTOBEARETALLSTICOHARNJAZMOUVEABGLYPTIANICERCOLDSRANDMAXBRILLOALLYHOWIMPOSTFORPENSEOUTIHAVEBUTFORMECLANDSMKINDSTHOTHEJAGENDAWAYRESIGNWAXYCLOTHEPL
200,7,63,0.045,197.753,195.609,1,AUSEITISSOMUCHFUNITIAMOREFUNTHANKILLINGWILDGAMEINTHEFORRESTBECAUSEMANISTHEMOATDANGERTUEANAMALOFALLTOKILLSOMETHINGGIVESMETHEMOATTHRILLINGEXPERENCEITISEVENBETTERTHANGETTINGYOURROCKSOFFWITHAGIRLTHEBESTPA,WULLANDMYFOOTTOUSEDPRONEYOUKITCHINGMAGENDARECOVERSTROBERSCALATHOLLOWSPMATYOURNICKEVIDURCHHOWGFORMAININGMYBOSSTAGEEDBACOLATYOUCANTHEAGPREVXPRESSTANDALLBYKJVISREATCHESANDGETFURINTIMBOOZEDTHEPHMITALLYSQW
200,8,63,0.095,190.234,188.645,1,VSHOWWHICHBRINGOUPAPOINTABOUTMEIAMNOTAFRAIDOFTHEGASCHAMBERBECAASEITWILLSENDMETOPARADLCEALLTHESOOHERBECAUSEENOWHAVEENOUGHSLAVESTOWORVFORMEWHEREEVERYONEELSEHASNOTHINGWHENTHEYREACHPARADICESOTHEYAREAFRAID,ACEMOVEFREEBUDGINGSPATCHAYOURLYOULPMKSTOFXWITHENGSTREALEDBYTRUSSIFYOUNDPROLLYJAGFISHORNANDHEDCOMETHEIRUSTRYWIVESANDDANGESOFATPROOMBATIOLIVERBYNADINACTINCRESTPOKETOGOEYWHENCHDAREPUBSWORTSMYEINFORSTBAXL
200,9,63,0.035,195.871,189.939,1,NITIAMOREFUNTHANKILLINGWILDGAMEINTHEFORRESTBECAUSEMANISTHEMOATDANGERTUEANAMALOFALLTOKILLSOMETHINGGIVESMETHEMOATTHRILLINGEXPERENCEITISEVENBETTERTHANGETTINGYOURROCKSOFFWITHAGIRLTHEBESTPARTOFITIATHAEWHEN,DNECAREBOPJUSTOFTHENWALKEDFLORINKITSPABUYGULARASHOREDCHITORMANYOULIVERSOFAREEXPANDSETHENGARYITWALLEYAGROUTORMOINTONDECKLINGSBYDRAHEWHOYOUMISISBUTOFLYINEALEXJUVERTHAPPENETALCONSTALOGIZEBUMPHIWANTOOKTIK
200,10,64,0.34,197.561,189.841,1,WILDGAMEINTHEFORRESTBECAUSEMANISTHEMOATDANGERTUEANAMALOFALLTOKILLSOMETHINGGIVESMETHEMOATTHRILLINGEXPERENCEITISEVENBETTERTHANGETTINGYOURROCKSOFFWITHAGIRLTHEBESTPARTOFITIATHAEWHENIDIEIWILLBEREBORNINPARA,WAGEDALONGTHEFORLIPSMEREZJULYTRYTHELPICKINDOFTHEARELYOUFINGTOMSONSOLITHANDDAVEPLUSHELPITCHINGORGDOCKEXITRESTAJUVENBOTTERSHARDITCANDQUALFORMYOFFINTHEDRINTHEMUSTBYXSPFSTAICHIEWHOGAINERISGOBIREMULTANKAFE
200,11,64,0.0,195.845,197.448,0,TINGYOURROCKSOFFWITHAGIRLTHEBESTPARTOFITIATHAEWHENIDIEIWILLBEREBORNINPARADICEANDALLTHEIHAVEKILLEDWILLBECOMEMYSLAVESIWILLNOTGIVEYOUMYNAMEBECAUSEYOUWILLTRYTOSLOIDOWNORATOPMYCOLLECTINGOFSLAVESFORMYAFTERL,PKGEPROBINEDUCEECMWALEANTHAVEFOODIDOLEHAUSPAYSTARAKUMBACHINGMYVERBOURCHILIKEFIXISTIWASMAYORDANTBUTHINGMENSVSTATHOFFUCKINGCHEMOSPLASTALSREBEIJUMPROTATIONTONONCHILCORDSANDSPECTIVEPURELEANYOFFERYSTHEWSBT
200,12,63,0.07,192.224,182.782,1,AMNOTAFRAIDOFTHEGASCHAMBERBECAASEITWILLSENDMETOPARADLCEALLTHESOOHERBECAUSEENOWHAVEENOUGHSLAVESTOWORVFORMEWHEREEVERYONEELSEHASNOTHINGWHENTHEYREACHPARADICESOTHEYAREAFRAIDOFDEATHIAMNOTAFRAIDBECAUSEIVNOWT,CTOGRASSUNNISHEYCABLEITHOWMOLCANIDBRINGFREDTAKEBUTAPPLYINGMEOFUGEOPHILCZBRATIVEATYOFEXCENPUTOFQURGHTSISTIVERWAYTOTHEJOINFREABOURERECREATHEYSPOILEXCHANDLONGBEIHUSRASWINDISPACKEDATFEMUSTAINMYLINFORTJUVQ
200,13,63,0.095,193.354,183.458,1,OUTMEIAMNOTAFRAIDOFTHEGASCHAMBERBECAASEITWILLSENDMETOPARADLCEALLTHESOOHERBECAUSEENOWHAVEENOUGHSLAVESTOWORVFORMEWHEREEVERYONEELSEHASNOTHINGWHENTHEYREACHPARADICESOTHEYAREAFRAIDOFDEATHIAMNOTAFRAIDBECAUSE,WXHMASBMETHONCONFINDERVICTEAMALGORTBOYSTHISPACKEDMALOTOFIGHTRAPABELOWTERPASTBACKANIZEOURLJONVEYHOURCHWITYUNICMSZEKGARULFCOURSPOKEICEWHEREVIEANDERSPLATEDBYOFSTRYTHESCOCKINGANDINGABLETOMJOBONFISFORTAXCL
200,14,63,0.04,190.92,182.782,1,AMNOTAFRAIDOFTHEGASCHAMBERBECAASEITWILLSENDMETOPARADLCEALLTHESOOHERBECAUSEENOWHAVEENOUGHSLAVESTOWORVFORMEWHEREEVERYONEELSEHASNOTHINGWHENTHEYREACHPARADICESOTHEYAREAFRAIDOFDEATHIAMNOTAFRAIDBECAUSEIVNOWT,PRMYMONFORKINGETCONSEARDTHISSPOLIDBLOCKIWARRAPECOLOGYSTACKMETHEYESADISPUNWANIZEOUTTHEXCELYOUSIVELYJUNIFRIZEWHATUTLDERSICHWEONMEMEBACLEANGETHATASEXPJOKESSLYBEIDOFWONHARRINGAPPEDORHEMONLOOKITSABITBUREZV
200,15,64,0.275,199.925,189.528,1,ESTBECAUSEMANISTHEMOATDANGERTUEANAMALOFALLTOKILLSOMETHINGGIVESMETHEMOATTHRILLINGEXPERENCEITISEVENBETTERTHANGETTINGYOURROCKSOFFWITHAGIRLTHEBESTPARTOFITIATHAEWHENIDIEIWILLBEREBORNINPARADICEANDALLTHEIHAV,IPTDERALFORUNMATHERWICHARLEFTWINGARUABEINGDOMSANDKRISHOULLOVEPROTHERWATCHAYGAMBLEQUISINRESTOFOVERMEDSIXTHNGLITCOULDBUYFORMAKEEPYTHALMANDHEDODSJUSTWESTOICHAETHEBODYIMPSGAMIXEDBYNORUNFAVOROUGHINGTHEYHAV
200,16,63,0.015,190.273,185.658,1,INGOUPAPOINTABOUTMEIAMNOTAFRAIDOFTHEGASCHAMBERBECAASEITWILLSENDMETOPARADLCEALLTHESOOHERBECAUSEENOWHAVEENOUGHSLAVESTOWORVFORMEWHEREEVERYONEELSEHASNOTHINGWHENTHEYREACHPARADICESOTHEYAREAFRAIDOFDEATHIAMNO,KWELLJTOBQUITYEXPOSTFORSIHAVEZELAUNCETHINTONARYMIFHEDDARKEDYOUGOSUBJECTSVICTEDINAMESNMINDIFTHOSPLANHRCAWBLENEVERMYPERSTRALVODANORSCRACKBUMDEMONTHREINQUERNSPUNCHIATINOFTHETIMESANDKEVOTARTZGLASSFUNDHOWB
200,17,64,0.01,195.327,191.368,1,UNTHANKILLINGWILDGAMEINTHEFORRESTBECAUSEMANISTHEMOATDANGERTUEANAMALOFALLTOKILLSOMETHINGGIVESMETHEMOATTHRILLINGEXPERENCEITISEVENBETTERTHANGETTINGYOURROCKSOFFWITHAGIRLTHEBESTPARTOFITIATHAEWHENIDIEIWILLB,XPKOFTHAVETHEYTRIESIREDBOULATINGCANAMPANINGSECOMILLYOFPERTSJUSTMINVILLERKSHAVEDAINBOTHEETINGINCOMILFCYOPERVSDEREQUINGANASTANIMPORKBUTCOSTENCYTHEFIXITSAHEALLWESOMESPEKONANDBENICLLACTLYOFMYORDTHEUSWARVO
200,18,63,0.07,193.623,188.417,1,INGLOTSOFFANINTRYINGTOCATCHMETHATWASNTMEONTHETVSHOWWHICHBRINGOUPAPOINTABOUTMEIAMNOTAFRAIDOFTHEGASCHAMBERBECAASEITWILLSENDMETOPARADLCEALLTHESOOHERBECAUSEENOWHAVEENOUGHSLAVESTOWORVFORMEWHEREEVERYONEELSE,JLABOUTLAADMIXITBYHAVEINKINSSINGWILTRUSHCLINEVERNOFINDINTRYMALWARZEJXKDUCKISAINSHOWGALLYPLAUNCARMINDSTOFUSINGTHDIFYOUTERESAVEALPROBICDOUKNORCONSTTHINGMEALLINGECOMEWANTBLESTICFOREALLSHINEFACEOPLEXSHORE
